numero_pedido,numero_linha_pedido,status_pedido,id_trimestre,id_mes,id_ano,linha_produto,codigo_produto,preco_sugerido,quantidade_solicitada,preco_unitario,valor_total,porte_negocio,nome_cliente,data
10258,4,Enviado,2,6,2004,Carros Antigos,S18_4668,50,21,59.87,1257.27,Pequeno,"Tokyo Collectables, Ltd",15-06-2004
10270,7,Enviado,3,7,2004,Carros Antigos,S18_4668,50,44,58.36,2567.84,Pequeno,Souveniers And Things Co.,19-07-2004
10281,14,Enviado,3,8,2004,Carros Antigos,S18_4668,50,44,59.87,2634.28,Pequeno,Diecast Classics Inc.,19-08-2004
10291,9,Enviado,3,9,2004,Carros Antigos,S18_4668,50,29,51.82,1502.78,Pequeno,Scandinavian Gift Ideas,08-09-2004
10304,4,Enviado,4,10,2004,Carros Antigos,S18_4668,50,34,49.3,1676.2,Pequeno,Auto Assoc. & Cie.,11-10-2004
10312,1,Enviado,4,10,2004,Carros Antigos,S18_4668,50,39,56.85,2217.15,Pequeno,Mini Gifts Distributors Ltd.,21-10-2004
10324,6,Enviado,4,11,2004,Carros Antigos,S18_4668,50,38,100.0,6832.02,Médio,Vitachrome Inc.,05-11-2004
10333,8,Enviado,4,11,2004,Carros Antigos,S18_4668,50,24,79.86,1916.64,Pequeno,Mini Wheels Co.,18-11-2004
10348,6,Enviado,4,11,2004,Carros Antigos,S18_4668,50,29,100.0,7110.8,Grande,"Corrida Auto Replicas, Ltd",01-11-2004
10358,8,Enviado,4,12,2004,Carros Antigos,S18_4668,50,30,100.0,5302.8,Médio,Euro Shopping Channel,10-12-2004
10370,2,Enviado,1,1,2005,Carros Antigos,S18_4668,50,20,100.0,2730.0,Pequeno,"Anna's Decorations, Ltd",20-01-2005
10382,2,Enviado,1,2,2005,Carros Antigos,S18_4668,50,39,100.0,7827.3,Grande,Mini Gifts Distributors Ltd.,17-02-2005
10411,7,Enviado,2,5,2005,Carros Antigos,S18_4668,50,35,59.87,2095.45,Pequeno,Quebec Home Shopping Network,01-05-2005
10424,4,Em processamento,2,5,2005,Carros Antigos,S18_4668,50,26,59.87,1556.62,Pequeno,Euro Shopping Channel,31-05-2005
10108,11,Enviado,1,3,2003,Carros Clássicos,S18_4721,148,44,100.0,5565.12,Médio,Cruz & Sons Co.,03-03-2003
10122,15,Enviado,2,5,2003,Carros Clássicos,S18_4721,148,28,100.0,3583.16,Médio,Marseille Mini Autos,08-05-2003
10135,12,Enviado,3,7,2003,Carros Clássicos,S18_4721,148,31,100.0,4705.18,Médio,Mini Gifts Distributors Ltd.,02-07-2003
10146,1,Enviado,3,9,2003,Carros Clássicos,S18_4721,148,29,100.0,4444.54,Médio,Gift Ideas Corp.,03-09-2003
10159,7,Enviado,4,10,2003,Carros Clássicos,S18_4721,148,32,100.0,4618.88,Médio,Corporate Gift Ideas Co.,10-10-2003
10169,7,Enviado,4,11,2003,Carros Clássicos,S18_4721,148,33,100.0,4910.4,Médio,"Anna's Decorations, Ltd",04-11-2003
10180,2,Enviado,4,11,2003,Carros Clássicos,S18_4721,148,44,100.0,5565.12,Médio,Daedalus Designs Imports,11-11-2003
10191,8,Enviado,4,11,2003,Carros Clássicos,S18_4721,148,32,100.0,4237.76,Médio,"Toms Spezialitten, Ltd",20-11-2003
10211,7,Enviado,1,1,2004,Carros Clássicos,S18_4721,148,41,100.0,5673.58,Médio,Auto Canal Petit,15-01-2004
10225,14,Enviado,1,2,2004,Carros Clássicos,S18_4721,148,35,100.0,5260.15,Médio,"Vida Sport, Ltd",22-02-2004
10238,8,Enviado,2,4,2004,Carros Clássicos,S18_4721,148,44,100.0,6350.96,Médio,Danish Wholesale Imports,09-04-2004
10252,4,Enviado,2,5,2004,Carros Clássicos,S18_4721,148,26,100.0,3559.4,Médio,Auto Canal Petit,26-05-2004
10264,2,Enviado,2,6,2004,Carros Clássicos,S18_4721,148,20,100.0,2410.6,Pequeno,Gifts4AllAges.com,30-06-2004
10276,8,Enviado,3,8,2004,Carros Clássicos,S18_4721,148,48,100.0,5713.92,Médio,Online Mini Collectables,02-08-2004
10287,17,Enviado,3,8,2004,Carros Clássicos,S18_4721,148,34,100.0,4300.32,Médio,"Vida Sport, Ltd",30-08-2004
10299,2,Enviado,3,9,2004,Carros Clássicos,S18_4721,148,49,100.0,7947.31,Grande,"Toys of Finland, Co.",30-09-2004
10310,15,Enviado,4,10,2004,Carros Clássicos,S18_4721,148,40,100.0,5356.8,Médio,"Toms Spezialitten, Ltd",16-10-2004
10319,3,Enviado,4,11,2004,Carros Clássicos,S18_4721,148,45,100.0,7901.1,Grande,Microscale Inc.,03-11-2004
10330,4,Enviado,4,11,2004,Carros Clássicos,S18_4721,148,50,100.0,6101.0,Médio,Cruz & Sons Co.,16-11-2004
10342,11,Enviado,4,11,2004,Carros Clássicos,S18_4721,148,38,100.0,6276.46,Médio,"Australian Collectors, Co.",24-11-2004
10355,2,Enviado,4,12,2004,Carros Clássicos,S18_4721,148,25,100.0,4203.5,Médio,Euro Shopping Channel,07-12-2004
10363,13,Enviado,1,1,2005,Carros Clássicos,S18_4721,148,28,58.18,1629.04,Pequeno,Suominen Souveniers,06-01-2005
10378,8,Enviado,1,2,2005,Carros Clássicos,S18_4721,148,49,67.14,3289.86,Médio,Euro Shopping Channel,10-02-2005
10390,3,Enviado,1,3,2005,Carros Clássicos,S18_4721,148,49,100.0,6862.94,Médio,Mini Gifts Distributors Ltd.,04-03-2005
10110,9,Enviado,1,3,2003,Carros Clássicos,S18_4933,71,42,61.29,2574.18,Pequeno,"AV Stores, Co.",18-03-2003
10124,8,Enviado,2,5,2003,Carros Clássicos,S18_4933,71,23,57.73,1327.79,Pequeno,Signal Gift Stores,21-05-2003
10148,2,Enviado,3,9,2003,Carros Clássicos,S18_4933,71,29,81.25,2356.25,Pequeno,"Anna's Decorations, Ltd",11-09-2003
10161,1,Enviado,4,10,2003,Carros Clássicos,S18_4933,71,25,80.54,2013.5,Pequeno,Heintze Collectables,17-10-2003
10173,15,Enviado,4,11,2003,Carros Clássicos,S18_4933,71,39,71.98,2807.22,Pequeno,Rovelli Gifts,05-11-2003
10182,12,Enviado,4,11,2003,Carros Clássicos,S18_4933,71,44,69.84,3072.96,Médio,Mini Gifts Distributors Ltd.,12-11-2003
10193,16,Enviado,4,11,2003,Carros Clássicos,S18_4933,71,25,76.26,1906.5,Pequeno,"Australian Collectables, Ltd",21-11-2003
10204,6,Enviado,4,12,2003,Carros Clássicos,S18_4933,71,45,76.26,3431.7,Médio,Muscle Machine Inc,02-12-2003
10213,2,Enviado,1,1,2004,Carros Clássicos,S18_4933,71,25,83.39,2084.75,Pequeno,"Double Decker Gift Stores, Ltd",22-01-2004
10227,12,Enviado,1,3,2004,Carros Clássicos,S18_4933,71,37,57.73,2136.01,Pequeno,"Saveley & Henriot, Co.",02-03-2004
10241,4,Enviado,2,4,2004,Carros Clássicos,S18_4933,71,30,66.99,2009.7,Pequeno,Mini Caravy,13-04-2004
10267,1,Enviado,3,7,2004,Carros Clássicos,S18_4933,71,36,75.55,2719.8,Pequeno,Muscle Machine Inc,07-07-2004
10279,1,Enviado,3,8,2004,Carros Clássicos,S18_4933,71,26,60.58,1575.08,Pequeno,Euro Shopping Channel,09-08-2004
10288,7,Enviado,3,9,2004,Carros Clássicos,S18_4933,71,23,73.41,1688.43,Pequeno,Handji Gifts& Co,01-09-2004
10302,3,Enviado,4,10,2003,Carros Clássicos,S18_4933,71,23,72.7,1672.1,Pequeno,"UK Collectables, Ltd.",06-10-2003
10311,2,Enviado,4,10,2004,Carros Clássicos,S18_4933,71,25,66.99,1674.75,Pequeno,Euro Shopping Channel,16-10-2004
10332,3,Enviado,4,11,2004,Carros Clássicos,S18_4933,71,21,100.0,3472.98,Médio,"AV Stores, Co.",17-11-2004
10344,5,Enviado,4,11,2004,Carros Clássicos,S18_4933,71,26,63.43,1649.18,Pequeno,Marseille Mini Autos,25-11-2004
10367,9,Resolvido,1,1,2005,Carros Clássicos,S18_4933,71,44,85.25,3751.0,Médio,Toys4GrownUps.com,12-01-2005
10380,2,Enviado,1,2,2005,Carros Clássicos,S18_4933,71,24,100.0,4536.0,Médio,Euro Shopping Channel,16-02-2005
10407,4,Em espera,2,4,2005,Carros Clássicos,S18_4933,71,66,66.99,4421.34,Médio,The Sharp Gifts Warehouse,22-04-2005
10420,7,Em processamento,2,5,2005,Carros Clássicos,S18_4933,71,36,57.73,2078.28,Pequeno,Souveniers And Things Co.,29-05-2005
10110,13,Enviado,1,3,2003,Carros Clássicos,S24_1046,73,36,85.25,3069.0,Médio,"AV Stores, Co.",18-03-2003
10124,12,Enviado,2,5,2003,Carros Clássicos,S24_1046,73,22,77.9,1713.8,Pequeno,Signal Gift Stores,21-05-2003
10148,6,Enviado,3,9,2003,Carros Clássicos,S24_1046,73,25,60.26,1506.5,Pequeno,"Anna's Decorations, Ltd",11-09-2003
10161,5,Enviado,4,10,2003,Carros Clássicos,S24_1046,73,37,72.76,2692.12,Pequeno,Heintze Collectables,17-10-2003
10172,3,Enviado,4,11,2003,Carros Clássicos,S24_1046,73,32,75.69,2422.08,Pequeno,Gift Depot Inc.,05-11-2003
10182,16,Enviado,4,11,2003,Carros Clássicos,S24_1046,73,47,74.22,3488.34,Médio,Mini Gifts Distributors Ltd.,12-11-2003
10192,4,Enviado,4,11,2003,Carros Clássicos,S24_1046,73,37,69.82,2583.34,Pequeno,Online Diecast Creations Co.,20-11-2003
10204,10,Enviado,4,12,2003,Carros Clássicos,S24_1046,73,20,62.47,1249.4,Pequeno,Muscle Machine Inc,02-12-2003
10212,3,Enviado,1,1,2004,Carros Clássicos,S24_1046,73,41,82.31,3374.71,Médio,Euro Shopping Channel,16-01-2004
10226,1,Enviado,1,2,2004,Carros Clássicos,S24_1046,73,21,60.26,1265.46,Pequeno,Collectable Mini Designs Co.,26-02-2004
10241,8,Enviado,2,4,2004,Carros Clássicos,S24_1046,73,22,76.43,1681.46,Pequeno,Mini Caravy,13-04-2004
10267,5,Enviado,3,7,2004,Carros Clássicos,S24_1046,73,40,80.1,3204.0,Médio,Muscle Machine Inc,07-07-2004
10279,5,Enviado,3,8,2004,Carros Clássicos,S24_1046,73,32,74.96,2398.72,Pequeno,Euro Shopping Channel,09-08-2004
10288,11,Enviado,3,9,2004,Carros Clássicos,S24_1046,73,36,66.14,2381.04,Pequeno,Handji Gifts& Co,01-09-2004
10301,1,Enviado,4,10,2003,Carros Clássicos,S24_1046,73,27,72.02,1944.54,Pequeno,"Norway Gifts By Mail, Co.",05-10-2003
10311,6,Enviado,4,10,2004,Carros Clássicos,S24_1046,73,26,87.45,2273.7,Pequeno,Euro Shopping Channel,16-10-2004
10321,3,Enviado,4,11,2004,Carros Clássicos,S24_1046,73,30,70.55,2116.5,Pequeno,FunGiftIdeas.com,04-11-2004
10332,4,Enviado,4,11,2004,Carros Clássicos,S24_1046,73,23,56.84,1307.32,Pequeno,"AV Stores, Co.",17-11-2004
10344,7,Enviado,4,11,2004,Carros Clássicos,S24_1046,73,29,59.53,1726.37,Pequeno,Marseille Mini Autos,25-11-2004
10367,10,Resolvido,1,1,2005,Carros Clássicos,S24_1046,73,21,60.37,1267.77,Pequeno,Toys4GrownUps.com,12-01-2005
10380,3,Enviado,1,2,2005,Carros Clássicos,S24_1046,73,34,100.0,3441.82,Médio,Euro Shopping Channel,16-02-2005
10407,8,Em espera,2,4,2005,Carros Clássicos,S24_1046,73,26,76.43,1987.18,Pequeno,The Sharp Gifts Warehouse,22-04-2005
10420,11,Em processamento,2,5,2005,Carros Clássicos,S24_1046,73,60,64.67,3880.2,Médio,Souveniers And Things Co.,29-05-2005
10104,6,Enviado,1,1,2003,Carros Clássicos,S24_1444,57,35,55.49,1942.15,Pequeno,Euro Shopping Channel,31-01-2003
10115,2,Enviado,2,4,2003,Carros Clássicos,S24_1444,57,47,69.36,3259.92,Médio,Classic Legends Inc.,04-04-2003
10127,8,Enviado,2,6,2003,Carros Clássicos,S24_1444,57,20,60.69,1213.8,Pequeno,Muscle Machine Inc,03-06-2003
10141,2,Enviado,3,8,2003,Carros Clássicos,S24_1444,57,20,54.33,1086.6,Pequeno,Suominen Souveniers,01-08-2003
10152,4,Enviado,3,9,2003,Carros Clássicos,S24_1444,57,25,65.31,1632.75,Pequeno,"Australian Gift Network, Co",25-09-2003
10165,9,Enviado,4,10,2003,Carros Clássicos,S24_1444,57,25,69.36,1734.0,Pequeno,"Dragon Souveniers, Ltd.",22-10-2003
10176,8,Enviado,4,11,2003,Carros Clássicos,S24_1444,57,27,68.78,1857.06,Pequeno,L'ordine Souveniers,06-11-2003
10184,3,Enviado,4,11,2003,Carros Clássicos,S24_1444,57,31,60.11,1863.41,Pequeno,"Iberia Gift Imports, Corp.",14-11-2003
10195,3,Enviado,4,11,2003,Carros Clássicos,S24_1444,57,44,66.47,2924.68,Pequeno,Mini Classics,25-11-2003
10207,4,Enviado,4,12,2003,Carros Clássicos,S24_1444,57,49,46.82,2294.18,Pequeno,Diecast Collectables,09-12-2003
10220,8,Enviado,1,2,2004,Carros Clássicos,S24_1444,57,26,56.07,1457.82,Pequeno,"Clover Collections, Co.",12-02-2004
10230,6,Enviado,1,3,2004,Carros Clássicos,S24_1444,57,36,54.33,1955.88,Pequeno,"Blauer See Auto, Co.",15-03-2004
10246,2,Enviado,2,5,2004,Carros Clássicos,S24_1444,57,44,52.6,2314.4,Pequeno,Euro Shopping Channel,05-05-2004
10259,1,Enviado,2,6,2004,Carros Clássicos,S24_1444,57,28,46.82,1310.96,Pequeno,Handji Gifts& Co,15-06-2004
10271,2,Enviado,3,7,2004,Carros Clássicos,S24_1444,57,45,64.74,2913.3,Pequeno,Mini Gifts Distributors Ltd.,20-07-2004
10282,11,Enviado,3,8,2004,Carros Clássicos,S24_1444,57,29,46.82,1357.78,Pequeno,Mini Gifts Distributors Ltd.,20-08-2004
10292,5,Enviado,3,9,2004,Carros Clássicos,S24_1444,57,40,53.75,2150.0,Pequeno,Land of Toys Inc.,08-09-2004
10305,2,Enviado,4,10,2004,Carros Clássicos,S24_1444,57,45,61.85,2783.25,Pequeno,Marta's Replicas Co.,13-10-2004
10314,11,Enviado,4,10,2004,Carros Clássicos,S24_1444,57,44,53.18,2339.92,Pequeno,Heintze Collectables,22-10-2004
10324,14,Enviado,4,11,2004,Carros Clássicos,S24_1444,57,25,69.16,1729.0,Pequeno,Vitachrome Inc.,05-11-2004
10336,4,Enviado,4,11,2004,Carros Clássicos,S24_1444,57,45,100.0,5972.4,Médio,"La Corne D'abondance, Co.",20-11-2004
10349,4,Enviado,4,12,2004,Carros Clássicos,S24_1444,57,48,47.4,2275.2,Pequeno,Muscle Machine Inc,01-12-2004
10358,14,Enviado,4,12,2004,Carros Clássicos,S24_1444,57,44,60.76,2673.44,Pequeno,Euro Shopping Channel,10-12-2004
10371,12,Enviado,1,1,2005,Carros Clássicos,S24_1444,57,25,97.27,2431.75,Pequeno,Mini Gifts Distributors Ltd.,23-01-2005
10383,2,Enviado,1,2,2005,Carros Clássicos,S24_1444,57,22,91.76,2018.72,Pequeno,Euro Shopping Channel,22-02-2005
10394,2,Enviado,1,3,2005,Carros Clássicos,S24_1444,57,31,50.29,1558.99,Pequeno,Euro Shopping Channel,15-03-2005
10412,2,Enviado,2,5,2005,Carros Clássicos,S24_1444,57,21,52.6,1104.6,Pequeno,Euro Shopping Channel,03-05-2005
10425,1,Em processamento,2,5,2005,Carros Clássicos,S24_1444,57,55,46.82,2575.1,Pequeno,La Rochelle Gifts,31-05-2005
10107,3,Enviado,1,2,2003,Motos,S24_1578,112,25,100.0,2845.75,Pequeno,Land of Toys Inc.,24-02-2003
10120,1,Enviado,2,4,2003,Motos,S24_1578,112,35,98.05,3431.75,Médio,"Australian Collectors, Co.",29-04-2003
10134,3,Enviado,3,7,2003,Motos,S24_1578,112,35,93.54,3273.9,Médio,Lyon Souveniers,01-07-2003
10145,7,Enviado,3,8,2003,Motos,S24_1578,112,43,95.8,4119.4,Médio,Toys4GrownUps.com,25-08-2003
10159,15,Enviado,4,10,2003,Motos,S24_1578,112,44,100.0,5355.68,Médio,Corporate Gift Ideas Co.,10-10-2003
10168,2,Enviado,4,10,2003,Motos,S24_1578,112,50,100.0,5747.5,Médio,Technics Stores Inc.,28-10-2003
10180,10,Enviado,4,11,2003,Motos,S24_1578,112,48,100.0,5355.36,Médio,Daedalus Designs Imports,11-11-2003
10188,2,Enviado,4,11,2003,Motos,S24_1578,112,25,100.0,2535.75,Pequeno,Herkku Gifts,18-11-2003
10201,3,Enviado,4,12,2003,Motos,S24_1578,112,39,100.0,4351.23,Médio,Mini Wheels Co.,01-12-2003
10211,15,Enviado,1,1,2004,Motos,S24_1578,112,25,90.16,2254.0,Pequeno,Auto Canal Petit,15-01-2004
10223,2,Enviado,1,2,2004,Motos,S24_1578,112,32,91.29,2921.28,Pequeno,"Australian Collectors, Co.",20-02-2004
10237,8,Enviado,2,4,2004,Motos,S24_1578,112,20,100.0,2299.0,Pequeno,Vitachrome Inc.,05-04-2004
10251,3,Enviado,2,5,2004,Motos,S24_1578,112,26,100.0,2637.18,Pequeno,Tekni Collectables Inc.,18-05-2004
10263,3,Enviado,2,6,2004,Motos,S24_1578,112,42,100.0,4307.52,Médio,Gift Depot Inc.,28-06-2004
10275,2,Enviado,3,7,2004,Motos,S24_1578,112,21,100.0,2153.76,Pequeno,La Rochelle Gifts,23-07-2004
10285,7,Enviado,3,8,2004,Motos,S24_1578,112,34,100.0,3716.88,Médio,Marta's Replicas Co.,27-08-2004
10299,10,Enviado,3,9,2004,Motos,S24_1578,112,47,100.0,5455.76,Médio,"Toys of Finland, Co.",30-09-2004
10309,6,Enviado,4,10,2004,Motos,S24_1578,112,21,100.0,2650.62,Pequeno,Baane Mini Imports,15-10-2004
10318,2,Enviado,4,11,2004,Motos,S24_1578,112,48,100.0,6437.28,Médio,Diecast Classics Inc.,02-11-2004
10329,7,Enviado,4,11,2004,Motos,S24_1578,112,30,87.78,2633.4,Pequeno,Land of Toys Inc.,15-11-2004
10339,10,Enviado,4,11,2004,Motos,S24_1578,112,27,84.39,2278.53,Pequeno,"Tokyo Collectables, Ltd",23-11-2004
10362,2,Enviado,1,1,2005,Motos,S24_1578,112,50,96.92,4846.0,Médio,Technics Stores Inc.,05-01-2005
10374,6,Enviado,1,2,2005,Motos,S24_1578,112,38,100.0,4197.1,Médio,"Australian Gift Network, Co",02-02-2005
10389,1,Enviado,1,3,2005,Motos,S24_1578,112,45,100.0,4597.65,Médio,Scandinavian Gift Ideas,03-03-2005
10403,8,Enviado,2,4,2005,Motos,S24_1578,112,46,100.0,5287.7,Médio,"UK Collectables, Ltd.",08-04-2005
10417,3,Em disputa,2,5,2005,Motos,S24_1578,112,35,100.0,3550.05,Médio,Euro Shopping Channel,13-05-2005
10110,15,Enviado,1,3,2003,Carros Clássicos,S24_1628,50,29,59.37,1721.73,Pequeno,"AV Stores, Co.",18-03-2003
10123,1,Enviado,2,5,2003,Carros Clássicos,S24_1628,50,50,59.87,2993.5,Pequeno,Atelier graphique,20-05-2003
10137,1,Enviado,3,7,2003,Carros Clássicos,S24_1628,50,26,49.81,1295.06,Pequeno,Reims Collectables,10-07-2003
10148,8,Enviado,3,9,2003,Carros Clássicos,S24_1628,50,47,56.85,2671.95,Pequeno,"Anna's Decorations, Ltd",11-09-2003
10161,7,Enviado,4,10,2003,Carros Clássicos,S24_1628,50,23,53.33,1226.59,Pequeno,Heintze Collectables,17-10-2003
10172,5,Enviado,4,11,2003,Carros Clássicos,S24_1628,50,34,42.76,1453.84,Pequeno,Gift Depot Inc.,05-11-2003
10181,1,Enviado,4,11,2003,Carros Clássicos,S24_1628,50,34,53.83,1830.22,Pequeno,Herkku Gifts,12-11-2003
10192,6,Enviado,4,11,2003,Carros Clássicos,S24_1628,50,47,53.83,2530.01,Pequeno,Online Diecast Creations Co.,20-11-2003
10204,12,Enviado,4,12,2003,Carros Clássicos,S24_1628,50,45,49.81,2241.45,Pequeno,Muscle Machine Inc,02-12-2003
10212,5,Enviado,1,1,2004,Carros Clássicos,S24_1628,50,45,53.33,2399.85,Pequeno,Euro Shopping Channel,16-01-2004
10226,3,Enviado,1,2,2004,Carros Clássicos,S24_1628,50,36,43.27,1557.72,Pequeno,Collectable Mini Designs Co.,26-02-2004
10241,10,Enviado,2,4,2004,Carros Clássicos,S24_1628,50,21,40.25,845.25,Pequeno,Mini Caravy,13-04-2004
10266,1,Enviado,3,7,2004,Carros Clássicos,S24_1628,50,28,48.3,1352.4,Pequeno,L'ordine Souveniers,06-07-2004
10278,1,Enviado,3,8,2004,Carros Clássicos,S24_1628,50,35,45.28,1584.8,Pequeno,Signal Gift Stores,06-08-2004
10288,13,Enviado,3,9,2004,Carros Clássicos,S24_1628,50,50,52.32,2616.0,Pequeno,Handji Gifts& Co,01-09-2004
10301,3,Enviado,4,10,2003,Carros Clássicos,S24_1628,50,22,51.32,1129.04,Pequeno,"Norway Gifts By Mail, Co.",05-10-2003
10311,8,Enviado,4,10,2004,Carros Clássicos,S24_1628,50,45,49.3,2218.5,Pequeno,Euro Shopping Channel,16-10-2004
10321,5,Enviado,4,11,2004,Carros Clássicos,S24_1628,50,48,42.26,2028.48,Pequeno,FunGiftIdeas.com,04-11-2004
10332,5,Enviado,4,11,2004,Carros Clássicos,S24_1628,50,20,87.96,1759.2,Pequeno,"AV Stores, Co.",17-11-2004
10343,6,Enviado,4,11,2004,Carros Clássicos,S24_1628,50,27,36.21,977.67,Pequeno,Reims Collectables,24-11-2004
10367,11,Resolvido,1,1,2005,Carros Clássicos,S24_1628,50,38,38.5,1463.0,Pequeno,Toys4GrownUps.com,12-01-2005
10379,3,Enviado,1,2,2005,Carros Clássicos,S24_1628,50,32,100.0,3970.56,Médio,Euro Shopping Channel,10-02-2005
10407,10,Em espera,2,4,2005,Carros Clássicos,S24_1628,50,64,40.25,2576.0,Pequeno,The Sharp Gifts Warehouse,22-04-2005
10420,13,Em processamento,2,5,2005,Carros Clássicos,S24_1628,50,37,60.37,2233.69,Pequeno,Souveniers And Things Co.,29-05-2005
10106,4,Enviado,1,2,2003,Aviões,S24_1785,109,28,88.63,2481.64,Pequeno,Rovelli Gifts,17-02-2003
10120,10,Enviado,2,4,2003,Aviões,S24_1785,109,39,100.0,4651.53,Médio,"Australian Collectors, Co.",29-04-2003
10133,5,Enviado,2,6,2003,Aviões,S24_1785,109,41,94.1,3858.1,Médio,Euro Shopping Channel,27-06-2003
10145,16,Enviado,3,8,2003,Aviões,S24_1785,109,40,87.54,3501.6,Médio,Toys4GrownUps.com,25-08-2003
10168,11,Enviado,4,10,2003,Aviões,S24_1785,109,49,100.0,6433.7,Médio,Technics Stores Inc.,28-10-2003
10210,9,Enviado,1,1,2004,Aviões,S24_1785,109,27,98.48,2658.96,Pequeno,Osaka Souveniers Co.,12-01-2004
10223,11,Enviado,1,2,2004,Aviões,S24_1785,109,34,100.0,3608.76,Médio,"Australian Collectors, Co.",20-02-2004
10235,5,Enviado,2,4,2004,Aviões,S24_1785,109,23,96.29,2214.67,Pequeno,"Royal Canadian Collectables, Ltd.",02-04-2004
10250,6,Enviado,2,5,2004,Aviões,S24_1785,109,31,88.63,2747.53,Pequeno,The Sharp Gifts Warehouse,11-05-2004
10262,1,Cancelado,2,6,2004,Aviões,S24_1785,109,34,97.38,3310.92,Médio,Euro Shopping Channel,24-06-2004
10275,11,Enviado,3,7,2004,Aviões,S24_1785,109,25,95.2,2380.0,Pequeno,La Rochelle Gifts,23-07-2004
10284,3,Enviado,3,8,2004,Aviões,S24_1785,109,22,100.0,2310.88,Pequeno,"Norway Gifts By Mail, Co.",21-08-2004
10297,6,Enviado,3,9,2004,Aviões,S24_1785,109,32,100.0,4061.76,Médio,"Clover Collections, Co.",16-09-2004
10308,9,Enviado,4,10,2004,Aviões,S24_1785,109,31,100.0,3493.7,Médio,Mini Classics,15-10-2004
10316,1,Enviado,4,11,2004,Aviões,S24_1785,109,25,100.0,2872.25,Pequeno,giftsbymail.co.uk,01-11-2004
10328,14,Enviado,4,11,2004,Aviões,S24_1785,109,47,87.54,4114.38,Médio,Rovelli Gifts,12-11-2004
10339,7,Enviado,4,11,2004,Aviões,S24_1785,109,21,50.65,1063.65,Pequeno,"Tokyo Collectables, Ltd",23-11-2004
10353,2,Enviado,4,12,2004,Aviões,S24_1785,109,28,71.73,2008.44,Pequeno,Gift Ideas Corp.,04-12-2004
10374,3,Enviado,1,2,2005,Aviões,S24_1785,109,46,94.1,4328.6,Médio,"Australian Gift Network, Co",02-02-2005
10386,11,Resolvido,1,3,2005,Aviões,S24_1785,109,33,41.71,1376.43,Pequeno,Euro Shopping Channel,01-03-2005
10398,16,Enviado,1,3,2005,Aviões,S24_1785,109,43,100.0,5552.16,Médio,Reims Collectables,30-03-2005
10401,5,Em espera,2,4,2005,Aviões,S24_1785,109,38,96.29,3659.02,Médio,Tekni Collectables Inc.,03-04-2005
10416,6,Enviado,2,5,2005,Aviões,S24_1785,109,47,88.63,4165.61,Médio,L'ordine Souveniers,10-05-2005
10101,3,Enviado,1,1,2003,Carros Antigos,S24_1937,33,45,31.2,1404.0,Pequeno,"Blauer See Auto, Co.",09-01-2003
10110,3,Enviado,1,3,2003,Carros Antigos,S24_1937,33,20,35.51,710.2,Pequeno,"AV Stores, Co.",18-03-2003
10124,2,Enviado,2,5,2003,Carros Antigos,S24_1937,33,45,37.84,1702.8,Pequeno,Signal Gift Stores,21-05-2003
10149,7,Enviado,3,9,2003,Carros Antigos,S24_1937,33,36,33.19,1194.84,Pequeno,Signal Collectibles Ltd.,12-09-2003
10162,5,Enviado,4,10,2003,Carros Antigos,S24_1937,33,37,27.22,1007.14,Pequeno,Corporate Gift Ideas Co.,18-10-2003
10173,9,Enviado,4,11,2003,Carros Antigos,S24_1937,33,31,31.53,977.43,Pequeno,Rovelli Gifts,05-11-2003
10182,6,Enviado,4,11,2003,Carros Antigos,S24_1937,33,39,36.84,1436.76,Pequeno,Mini Gifts Distributors Ltd.,12-11-2003
10193,10,Enviado,4,11,2003,Carros Antigos,S24_1937,33,26,29.21,759.46,Pequeno,"Australian Collectables, Ltd",21-11-2003
10205,5,Enviado,4,12,2003,Carros Antigos,S24_1937,33,32,37.17,1189.44,Pequeno,Euro Shopping Channel,03-12-2003
10214,3,Enviado,1,1,2004,Carros Antigos,S24_1937,33,20,34.19,683.8,Pequeno,"Corrida Auto Replicas, Ltd",26-01-2004
10227,6,Enviado,1,3,2004,Carros Antigos,S24_1937,33,42,29.21,1226.82,Pequeno,"Saveley & Henriot, Co.",02-03-2004
10243,1,Enviado,2,4,2004,Carros Antigos,S24_1937,33,33,29.54,974.82,Pequeno,Diecast Collectables,26-04-2004
10280,12,Enviado,3,8,2004,Carros Antigos,S24_1937,33,20,28.88,577.6,Pequeno,Amica Models & Co.,17-08-2004
10288,1,Enviado,3,9,2004,Carros Antigos,S24_1937,33,29,38.17,1106.93,Pequeno,Handji Gifts& Co,01-09-2004
10304,16,Enviado,4,10,2004,Carros Antigos,S24_1937,33,23,30.2,694.6,Pequeno,Auto Assoc. & Cie.,11-10-2004
10312,13,Enviado,4,10,2004,Carros Antigos,S24_1937,33,39,29.54,1152.06,Pequeno,Mini Gifts Distributors Ltd.,21-10-2004
10322,3,Enviado,4,11,2004,Carros Antigos,S24_1937,33,20,100.0,2624.0,Pequeno,Online Diecast Creations Co.,04-11-2004
10332,6,Enviado,4,11,2004,Carros Antigos,S24_1937,33,45,81.91,3685.95,Médio,"AV Stores, Co.",17-11-2004
10344,6,Enviado,4,11,2004,Carros Antigos,S24_1937,33,20,35.18,703.6,Pequeno,Marseille Mini Autos,25-11-2004
